,telephone,email,description,website,facebook,linkedin,twitter,exd_link,exd_name,exd_id
307,+886-2-2717-7977,service@talent-jump.com,"詮睿科技成立於 2007 年，以資訊安全為本，提供客戶資安顧問服務及系統整合的解決方案。
資安顧問服務涵蓋 ISO 27001 導入、紅隊演練、滲透測試、資安健診、弱點掃描、及電子郵件社交工程。詮睿科技之資安顧問團隊具多年資安攻防實務經驗，並具備國際專業資安認證。
系統整合方案提供客製化應用規劃，實現客戶在網路、主機、儲存、雲端應用、安全及管理的最佳建置服務。資安產品包括地端/雲端的防火牆、應用防火牆、DDoS 防護、特權帳號管理、遠端桌面 VDI、及 MDR。網路系統產品包括交換器、無線 AP、伺服器、備份 (STORAGE)、及伺服器負載平衡。
產品類型
Zero Trust Architecture
Managed Detection Response
Penetration Testing
Vulnerability Assessment
Managed Security Service",https://www.facebook.com/talentjump,https://www.facebook.com/talentjump,,,https://cybersec.ithome.com.tw/2024/exhibition-page/1980,詮睿科技,C320
308,886-2-7706-1299,sales@teamt5.org,"TeamT5 杜浦數位安全專精研究網路攻擊、資安威脅，並提供反制惡意程式之端點偵測與回應（EDR）資安解決方案。客戶來自美國、日本、臺灣，產業別涵蓋政府機關、金融、科技、電信、資安服務提供商，持續保護機密文件，阻斷網路攻擊。獲國際頂尖顧問公司 Frost & Sullivan肯定為台灣最佳威脅情資公司（2023 Taiwanese Threat Intelligence Company of the Year Award）    
團隊具備超過20年的惡意程式與進階持續性威脅（APT）的研究經歷，基於地理位置和語言優勢，我們有效掌握亞太地區的駭客攻擊。更經常受邀參加世界級資安會議演講，包含臺灣 HITCON、美國 Black Hat、日本 Code Blue / AVTokyo、德國 Troopers及國際組織辦理的 Hack In The Box 與 FIRST 等。
產品類型
Managed Detection Response
Incident Response
Endpoint Detection Response
Threat Hunting
Threat Intelligence",https://twitter.com/teamt5_official/,https://www.facebook.com/TeamT5.org/,https://www.linkedin.com/company/teamt5/,https://twitter.com/teamt5_official/,https://cybersec.ithome.com.tw/2024/exhibition-page/1983,TeamT5 杜浦數位安全,P106
309,02-2371-6000*758,cynthia.chan@weblink.com.tw,"Launched in 2005, TeamViewer focuses on cloud-based technologies to enable online remote support and collaboration globally. To thrive now and in the coming years, businesses and individuals need remote desktop support, remote access, and online collaboration to be able to connect worldwide. TeamViewer is at the forefront of that innovation.
We believe that wonderful things happen when people get together, and technology should make this possible for them from anywhere in the world. It should act as a catalyst to promote and amplify people’s ideas and their ability to solve issues and overcome challenges.
People have collectively used the technology from TeamViewer in billions of instances where distance and time would have otherwise prevented them from accomplishing their goals. ",https://twitter.com/teamviewer,https://www.facebook.com/teamviewer/,https://www.linkedin.com/company/teamviewer/,https://twitter.com/teamviewer,https://cybersec.ithome.com.tw/2024/exhibition-page/2049,TeamViewer,Q304
310,,,資料建置中,,,,,https://cybersec.ithome.com.tw/2024/exhibition-page/2351,財團法人電信技術中心,
311,02-2226-6269,sales@terilogy.com.tw,"「台灣特洛奇資訊有限公司」是日本Terilogy在台灣的銷售代表處。
Terilogy是領先全球、服務可靠的解決方案系統供應商。不僅協助改善網路的效能，更協助企業從複雜的IT基礎設備中獲得更好的效益，並且深耕於IT業界長達三十多年的時間。 
我們的客戶涵蓋了電信業與網路服務商，金融業及其他對IT系統有嚴格要求的企業。
我們聆聽來自客戶的需求，關注客戶的滿意度，並與客戶建立深厚的信賴關係。
產品類型
Risk Assessment Visibility
Managed Security Service
Network Performance Monitoring and Diagnostics
Network Traffic Analysis
Threat Intelligence",https://www.terilogy.com.tw/,,,,https://cybersec.ithome.com.tw/2024/exhibition-page/2034,台灣特洛奇,Q302
312,+886-2-7737-4029,cpl.apacsales@thalesgroup.com,"關於 Thales 雲端保護和授權
網路安全領域的全球領導者 Thales，協助全球最值得信賴的品牌保護機敏資料、身分、應用程式和軟體。 透過先進的加密、身分存取管理、應用程式安全和軟體授權，Thales 可保護雲端環境、防禦網路威脅、確保合規性並實現可信賴的數位體驗。 要了解更多資訊，請參訪:https://cpl.thalesgroup.com/zh-tw
產品類型
Data Security
Cloud Security
Post Quantum Cryptography",https://www.twitter.com/ThalesCloudSec,,https://www.linkedin.com/company/thalescloudsec,https://www.twitter.com/ThalesCloudSec,https://cybersec.ithome.com.tw/2024/exhibition-page/2145,Thales,"Q101, Q115, C115, P114"
313,04-22550890,hello@selfiesign.co,"雲想科技希望透過 SelfieSign 影音簽名，建立一個安全、令客戶信賴且最為便捷的電子簽名平台，產品完整記錄每份文件的簽署過程，確保每份文件皆由本人簽署，避免詐騙和糾紛的風險、降低成本及大幅提高效率。目前，SelfieSign 影音簽名技術已導入醫療、金融保險與房仲產業，也期盼未來，SelfieSign 能成為各產業的「數位化」推手。
產品類型
API Security",https://twitter.com/SVSSelfieSign,https://www.facebook.com/SVSSelfieSign,https://www.linkedin.com/company/thinkcloud-technology-co.-ltd./,https://twitter.com/SVSSelfieSign,https://cybersec.ithome.com.tw/2024/exhibition-page/2212,雲想科技,T02
314,02-8226-7786,services@tmrtek.com,"新漢集團旗下子公司 一 椰棗科技，專注於開發工業控制系統 (ICS)、工業物聯網 (lIoT) 的 OT 資安 (Cybersecurity) 防護平台解決方案，從連接現場設備、收集資訊、過濾封包、識別威脅、阻擋威脅、保護設備/系統、監視威脅指標、分析潛在風險與漏洞到提供威脅對策。
eSAF Platform Manager 與 eSAF Frontier X/V 系列專注防護OT資產與系統，可建置在製造工廠、石化廠、能源 (石油/天然氣/電力)、水資源等基礎建設，確保系統穩定運作，為重要關鍵設備的最後防線。
產品類型
OT Security",https://www.tmrtek.com/,,,,https://cybersec.ithome.com.tw/2024/exhibition-page/2254,椰棗科技,T09
315,886 (2) 27992800,sales@ciphertech.com.tw,"TOPPAN IDGATE 是一間為守護行動裝置、數位金融身分認證安全而生的軟體公司，我們熟悉金融業的業務流程以及國際金融法規，多年經驗專注在數位金融身分驗證方案的開發，提供最符合需求及合規性的身分認證解決方案。 
從AI人臉辨識技術提高線上開戶效率、SoftToken、MFA 多因子驗證方案到裝置重新綁定（Rebinding），提供完整數位身分生命週期方案。
TOPPAN IDGATE 凸版蓋特成立於 2013 年，並於 2020 年加入 TOPPAN 集團，數位金融客戶遍及香港、台灣及東南亞市場。
產品類型
Authentication",https://www.linkedin.com/company/toppan-idgate/,https://www.facebook.com/profile.php?id=100064116786532&mibextid=LQQJ4d,https://www.linkedin.com/company/toppan-idgate/,,https://cybersec.ithome.com.tw/2024/exhibition-page/2185,TOPPAN IDGATE 凸版蓋特,C235
316,886 (2) 27413066,info@toppanidgate.com,"TOPPAN IDGATE 是一間為守護行動裝置、數位金融身分認證安全而生的軟體公司，我們熟悉金融業的業務流程以及國際金融法規，多年經驗專注在數位金融身分驗證方案的開發，提供最符合需求及合規性的身分認證解決方案。 
從AI人臉辨識技術提高線上開戶效率、SoftToken、MFA 多因子驗證方案到裝置重新綁定（Rebinding），提供完整數位身分生命週期方案。
TOPPAN IDGATE 凸版蓋特成立於 2013 年，並於 2020 年加入 TOPPAN 集團，數位金融客戶遍及香港、台灣及東南亞市場。
產品類型
Authentication",https://www.linkedin.com/company/toppan-idgate/,https://www.facebook.com/profile.php?id=100064116786532&mibextid=LQQJ4d,https://www.linkedin.com/company/toppan-idgate/,,https://cybersec.ithome.com.tw/2024/exhibition-page/2234,TOPPAN IDGATE 凸版蓋特,T43
317,02-2655-1188,,"關貿網路股份有限公司正式成立於 1996 年，為目前國內最大之應用軟體服務（ASP）供應業者，以創造資訊價值為理念，提供客戶信賴的全方位服務，秉持「安全、品質、服務、效益」四大經營理念，為客戶提供全方位加值網路服務為經營目標。
本公司位於南港軟體園區，為行政院資訊安全會報規定之 A 級單位，具備 A+ 級之營運系統、並設有 24 小時維運之機房與客服中心，工作環境及生活機能良好。本公司更擁有優秀的經營團隊，重視每一位員工的發展，故提供完整的訓練學習課程及成長空間，觀迎優秀的朋友一起加入我們的工作行列。

產品類型
Managed Detection Response",https://www.tradevan.com.tw/,,,,https://cybersec.ithome.com.tw/2024/exhibition-page/1947,關貿網路,C229
318,+65 8809 8187,enquiry@transformists.net,"Our passion in developing new products, enabling partners and clients have led us to the formation of this new company. Our logo (which is a butterfly) signifies change and transformation to fly to greater heights with and for our clients.",https://www.facebook.com/TransformistsNetwork/,https://www.facebook.com/TransformistsNetwork/,,,https://cybersec.ithome.com.tw/2024/exhibition-page/2232,Transformists Network,C315
319,,contact@trapa.tw,"TRAPA Security 由四位擁有豐富資訊安全經驗的專家所創立，其攻擊與防禦相關的實務經驗為 TRAPA Security 帶來強大的資安能量。鑒於網路攻擊不斷進化，企業和政府不斷遭受各種網路威脅，TRAPA Security 致力於結合自身強大技術，幫助企業提升資安實力，降低因資安事件所帶來的損失，同時填補資安人才缺口。
藉由 TRAPA Security 所提供的服務，希望能夠實踐我們的願景，為台灣與國際進一份心力。我們也希望能招收到更多對資安有熱誠的人才和剛畢業的新鮮人，與我們一同成長。",https://trapasecurity.com/,,,,https://cybersec.ithome.com.tw/2024/exhibition-page/2138,TRAPA Security,Q205
320,02-23789666,b2b_twmkt@trendmicro.com,"關於趨勢科技
趨勢科技身為雲端及企業網路資安領導廠商，全球 7000 多名資安專家，遍布全球 65 國，憑藉著超過35年的資安專業、研究能量隨時守護著全球50萬家企業機構及數百萬消費者。
近年來零信任成為企業首要資安任務，企業面對數位轉型、生成式AI、區塊鏈等創新技術，面對更多威脅和挑戰。趨勢科技提供企業資安團隊，利用Trend Vision One整合式資安平台 ，管理資安人日漸增多的工作負載與防禦措施，此平台更是業界率先整合雲端風險管理與XDR，提供涵蓋整體混合IT環境的全方位雲端資安風險檢視，讓企業將網路和雲端環境資安管理彙整。有效地協助企業管理資安風險提升營運韌性。
Trend Vision One™結合來自雲端Metadata、容器、工作負載、端點、身分、網路、電子郵件等各種來源的情報資料，提供企業評估風險程度與攻擊路徑，風險處理的優先次序、掃描威脅和漏洞險管理：
•    發掘可攻擊面：即時主動發掘雲端可攻擊面，提供企業內，外部雲端資產全面盤點防範潛在威脅。
•    風險評估與優先次序判斷：持續評估資產風險並判斷優先次序並執行矯正動作，主動降低風險並預防資安事件發生，包括執行中容器的漏洞，以強化企業韌性。
•    攻擊路徑分析：評估並發掘潛在的攻擊路徑，作為建置補強控管的方針。
•    風險評量與報表：提供企業整體資安成效的評量，和高階領導團隊有效溝通資安風險，清楚掌握企業的資安狀況以及對營業績效的影響，作為投資參考依據。
•    法規遵循最佳化：簡化法規遵循程序，發掘和解決違規及組態設定錯誤的情況，讓資安營運符合產業標準與框架以維持信任並遵守法規。
•    合雲端風險管理與XDR：無代理程式雲端原生漏洞掃描、雲端資安狀況管理， 雲端基礎架構權限管理，混合雲環境的全方位風險可視性，叢集與映像的容器資安風險可視性。
產品類型
Risk Management",https://twitter.com/TrendMicroTW,https://www.facebook.com/trendmicrotaiwan/,https://www.linkedin.com/company/trendmicrotw/,https://twitter.com/TrendMicroTW,https://cybersec.ithome.com.tw/2024/exhibition-page/1931,趨勢科技,Q105
321,02-7702-1088,info@isecurity.com.tw,"TrendzAct是遠端（在家上班）工作區域合規性監控、實體端點UAM/DLP及持續性臉部多重驗證的全球領導者。透過210度超廣角鏡頭，TrendzAct AI-Vision平台每月掃描超過1.9兆張圖像以確保機敏資訊的安全，同時維持合規性並控制實體安全威脅。最重要的是，該系統完全自主，不需要昂貴的人工監督，也不侵犯個人家庭隱私。
產品類型
Insider Threat Management",https://tw.linkedin.com/company/trendzact,,https://tw.linkedin.com/company/trendzact,,https://cybersec.ithome.com.tw/2024/exhibition-page/2021,TrendzAct,P205
322,02-26278689,service@trustone.com.tw,"在當今駭客肆虐的時代，傳統的資安方案雖然能夠延緩攻擊的時間，卻無法完全阻止駭客的入侵。TrustONE 提供了一個全新的解決方案，以「安全代理｣與「匿蹤防禦｣的外＆內雙架構的防護模式，不僅能夠防禦外部連線攻擊，同時也能夠守護內部重要檔案。這種全面性的保護措施使得企業能夠放心地在數字化時代展開業務，為客戶打造一道堅不可摧的最後防線。 TrustONE 的「安全代理｣功能打造強固的身份驗證機制以及即時的威脅情報監控，而「匿蹤防禦｣技術可精準隱藏敏感檔案，保護重要資訊無蹤可尋，這些技術的結合使得任何潛在的攻擊都無法突破客戶的防護系統。 總而言之，TrustONE 不僅僅是一個資安解決方案，更是一個全面性的安全策略。它的對內對外雙架構、先進的技術和完整的生態系統使得它成為了客戶在這個充滿威脅的數字時代的最後防線
產品類型
Endpoint Prevention",https://www.facebook.com/people/TrustONE/100064792488628/,https://www.facebook.com/people/TrustONE/100064792488628/,,,https://cybersec.ithome.com.tw/2024/exhibition-page/2100,TrustONE 碩壹資訊,P206
323,+886-2-2772-9900,mkt@trustview.com.tw,"台灣 DRM 檔案加密 / Area DLP 資料外洩防護自主研發第一品牌
TrustView 為台灣自有品牌及本土自主研發的資安軟體公司，並且專注在資料外洩防護保護領域，自 2000 年創立以來，獲得數百家客戶信賴，服務範圍遍布台、日、中，是超過 40% 台灣百大企業的選擇。
TrustView 團隊深研 DRM/Area DLP 資料保護相關技術，並擁有將近 23 項獨家專利技術，將資料安全保護延伸到桌面、行動裝置、檔案伺服器及雲端儲存空間，協助企業控管內部／外部的機密文件圖檔、原始碼、個資及網頁，是您保護數位智慧財產的最佳合作夥伴。
產品類型
Data Leak Protection",https://www.facebook.com/TrustView/,https://www.facebook.com/TrustView/,,,https://cybersec.ithome.com.tw/2024/exhibition-page/2242,TrustView 優碩資訊科技,T34
324,886-2-2358-2775,service@tsc-tech.com,"德欣寰宇為一專業性的資訊安全服務公司；因應當前網際網路的蓬勃發展趨勢以及日益擴增的資訊安全風險及整體性規劃的市場需求，我們提供了全方位的一站式資訊安全整合服務，我們除了將資訊安全服務專業化、創新化與品牌化外，亦將持續地透過科技化的社群媒體推廣資訊安全意識的重要性，共同維持客戶資訊安全的全方位防護。
產品類型
Security Consulting",https://www.tsc-tech.com/,,,,https://cybersec.ithome.com.tw/2024/exhibition-page/2171,德欣寰宇,Q114
325,02-25151585,event@t-tech.com.tw,"湛揚科技成立於2005年，一直以協同通路夥伴提供企業客戶基礎資安建設的解決方案為公司發展的策略方向及目標。我們深知在未來千變萬化的網路環境裡，使用者將面臨更多嚴峻的資安威脅，我們也會更專注在提升及要求代理產品的品質與技術，以利持續提供客戶最優質、技術最領先、性價比最高的安全解決方案及服務。
產品類型
Endpoint Detection Response",https://www.linkedin.com/company/t-tech-system-corp/,https://www.facebook.com/Ttech.tw,https://www.linkedin.com/company/t-tech-system-corp/,,https://cybersec.ithome.com.tw/2024/exhibition-page/2136,湛揚科技 T-Tech,P109
326,,,"Tufin 為大型企業提供在公用與私人雲端、SDN、防火牆、SASE 及原生雲端安全模型的完整能見度、精簡合規與功能強大的自動化功能 – 讓您可以在不影響安全防護的前提下以雲端速度移動。
產品類型
Network Security Policy Management
Firewall Management",https://twitter.com/tufintech,https://www.facebook.com/Tufintech,https://www.linkedin.com/company/tufin-technologies,https://twitter.com/tufintech,https://cybersec.ithome.com.tw/2024/exhibition-page/2057,Tufin,P213、P104
327,02-8979-8887,Info@twister5.com.tw,"極風雲創 Twister5 為應用資安服務專家，持續專注雲端應用資安領域，有別於以往傳統的資安架構，提供客戶一個更靈活、更符合應用情境的方案選擇；同時作為 Cloudflare 授權經銷夥伴，致力以專業技術為客戶提供 CDN 全球加速、DDoS 防禦、WAF、建構雲端網路、雲端資料中心等多項目的全方位服務；利用 Cloudflare 全球頂級資安的防護能力，搭配極風自主研發的 BDE 大數據監控分析服務平台，可以串接所有應用層的資安記錄，提供告警機制，協助客戶達到「事前預防」、「事中管控」、「事後稽核」完整的資安防護效益。
產品類型
Application Security",https://www.linkedin.com/company/twister5/,https://www.facebook.com/twister5.tw/,https://www.linkedin.com/company/twister5/,,https://cybersec.ithome.com.tw/2024/exhibition-page/1979,Twister5 極風雲創,C112
328,03-578-7068,info@txone.com,"睿控網安為全球工控資安領導廠商，專注於OT零信任資安架構，提供全方位解決方案以提升系統穩定度與安全性，以避免擾亂運營、損壞資產並使人的生命處於危險之中，同時降低場域運作遭受駭客攻擊或病毒感染的風險。睿控網安技術橫跨嵌入式作業系統、病毒、網路威脅、工控程式與服務、以及工控網路協定等。所有系列產品是以利於OT環境方便部署為主要設計導向、可運用在不同使用環境。旗下三大系列產品包含資安檢測裝置設備、工控端點防毒軟體、以及工控網路硬體防護設備皆內建AI學習、以統合資訊至OT零信任資安管理平台以補強工業控制網路環境運作要求、進而維護企業運營不中斷為主要宗旨。
產品類型
OT Security
Vulnerability Assessment",https://twitter.com/TXOneNetworks,,https://www.linkedin.com/company/txone-networks/,https://twitter.com/TXOneNetworks,https://cybersec.ithome.com.tw/2024/exhibition-page/2038,TXOne Networks,Q106
329,886-2-2308-7700,sales@baoyi-info.com.tw,"Ubiq 的使命是將加密簡單化，為開發人員和安全團隊消除加密的複雜性，使開發人員能夠輕鬆快速地將加密直接整合到應用程式中；節省開發人員時間並消除下游安全成本，從而使組織能夠降低風險，並將時間和資源集中在發展業務上。
產品類型
Encryption",https://www.baoyi-info.com.tw/,,,,https://cybersec.ithome.com.tw/2024/exhibition-page/2064,UBIQ,C227
330,02-2514-9191-100,ucom@uuu.com.tw,恆逸教育訓練中心為培訓資訊安全人才提供最完整的資安訓練課程，協助企業培訓最專業的資訊安全人員。完整資訊安全課程包括EC-Council全系列、(ISC)2、CompTIA及Fortinet以及雲端安全(Microsoft Azure、Google、AWZ)等全面性的提升顧企業在資安的安全感。是企業首選的資安學習中心。,https://www.facebook.com/uuuEdu,https://www.facebook.com/uuuEdu,,,https://cybersec.ithome.com.tw/2024/exhibition-page/2321,恆逸教育訓練中心,P104
331,(02)8226-1067,sales@uguardnetworks.com,"UGUARD NETWORKS 成立於 2017 年，我們瞭解企業對於網路管理面臨的痛點與期望，以專業的經驗來為企業守護穩定的網路連線提升效率，軟體式企業解決方案，著重在應用程式頻寬管理和DDOS安全防護，幫助企業開創全球無限的商機。
我們的團隊有十年以上的在網路產業菁英所組成，是具有網路創新的熱忱與前瞻洞悉力，崴遠提供創新空間，將超越無限可能的精神盡情發揮，專注於頻寬管理、資訊安全、網路通訊、數據分析等領域產品開發與全世界優秀同業相互切磋和不斷演進自我技術。
產品類型
Zero Trust Network
Network Analysis & Forensics",https://www.linkedin.com/company/31140167/admin/feed/posts/,https://www.facebook.com/uguard888?locale=zh_TW,https://www.linkedin.com/company/31140167/admin/feed/posts/,,https://cybersec.ithome.com.tw/2024/exhibition-page/1981,UGUARD NETWORKS,C119
332,886-2-26591536,frank@unicomp.com.tw,"專業網路安全及通訊產品代理商－聯達資訊股份有限公司，是由一群志同道合且在專業領域累積均達 20 年以上經驗之經營團隊股東所組成。
本著「專精」與「不斷地提供網路安全解決方案」的經營理念，聯達資訊擁有紮實多元的應用組合方案，從低階產品到高階產品的彈性搭配，均符合市場的需求，提供企業客戶選擇，提昇企業與世界在透過團隊業界多年的經營下，贏得大廠的肯定，代理包括 A10 Networks、Fortinet、Hitachi Vantara、HPE Aruba Networking、Infoblox 、N-Partner及中華資安國際 SecuTex 等業界網路安全領導品牌產品線。
商務接軌的應用新視野。並以專業的人員服務與完善的售後服務， 持續提供網路安全的功能技術與應用範疇，協助經銷商提供完整網路安全解決方案。
產品類型
Web Security
Network Security Policy Management
DNS Security
Network Firewall
Security Information Event and Management
Red Team",https://m.facebook.com/profile.php?id=446485629055722,https://m.facebook.com/profile.php?id=446485629055722,,,https://cybersec.ithome.com.tw/2024/exhibition-page/2060,聯達資訊,C208、C307、C303
333,02-26583077,sales@uniforce.com.tw,"創泓科技股份有限公司設立於民國100年2月1日，目前主要從事資安軟硬體、顧問服務、教育訓練、雲端、人工智慧應用與無人機等產品加值銷售。
創泓科技為一家專業的資安產品加值服務銷售與提供資安顧問服務的公司，從軟體開發階段的防護，網路基礎安全架構，應用程式效能到目前最熱門的雲端資安解決方案都有，除了工具銷售之外，創泓科技透過專業的技術顧問團隊，協助客戶強化資安縱深與解決資安問題與建立資安軔性的服務，達到企業資安合規與建立零信任架構，也投資資安教育服務來協助企業培養資安人才。
創泓科技為企業數位轉型的最佳夥伴，將不斷整合創新科技，提供最先進的資安解決方案，應對不斷演變的威脅。同時，透過人工智慧的引領，協助企業實現智慧化轉型，提高核心競爭力。在無人機領域，提供設計研發與巡檢服務與飛行教育一條龍服務，結合人工智慧提供更安全環境。創泓科技的願景是成為未來數位生態系中的引領者，為客戶提供全方位的科技保障，共同迎接未知的挑戰，創造更美好的數位未來。
產品類型
Cloud Security
Data Leak Protection
Endpoint Protection
Access Management
FIDO
Security Governance
ITSM
Network Visibility
Network Performance Monitoring and Diagnostics
OT Security",https://www.linkedin.com/company/uniforce-technology-corporation/,https://www.facebook.com/Uniforce.Tech/,https://www.linkedin.com/company/uniforce-technology-corporation/,,https://cybersec.ithome.com.tw/2024/exhibition-page/1982,創泓科技,C117、C119、C217、C224、C239、C317
334,02-87986088,servicedesk@unixecure.com.tw,"智慧資安科技為精誠集團100% 轉投資子公司，致力成為亞洲資通安全服務領導廠商。是唯一設置 3 座MOC (monitoring and operation center ) 資安監控維運中心的台灣資安廠商，除了機房互相備援之外，也具備 ISO20000、ISO 27001、ISO 27701 的國際認證標準，確保服務範圍與品質。
產品類型
Managed Security Service
Email Security
Security Awareness Training
Vulnerability Assessment",https://tw.linkedin.com/company/unixecure,https://www.facebook.com/uniXecure?locale=zh_TW,https://tw.linkedin.com/company/unixecure,,https://cybersec.ithome.com.tw/2024/exhibition-page/1971,uniXecure,P104
335,02-87986088,servicedesk@unixecure.com.tw,智慧資安科技為精誠集團100% 轉投資子公司，致力成為亞洲資通安全服務領導廠商。是唯一設置 3 座MOC (monitoring and operation center ) 資安監控維運中心的台灣資安廠商，除了機房互相備援之外，也具備 ISO20000、ISO 27001、ISO 27701 的國際認證標準，確保服務範圍與品質。,https://tw.linkedin.com/company/unixecure,https://www.facebook.com/uniXecure?locale=zh_TW,https://tw.linkedin.com/company/unixecure,,https://cybersec.ithome.com.tw/2024/exhibition-page/2224,uniXecure,CT07
336,886-2-2739-3226,support@upas-corp.com,"UPAS 成立於 1993 年，為台灣內網安控系統的開拓者與領導者，歷經30年的自主研發，UPAS已成功將產品功能擴展到：NAC（網路存取控制）、IPAM（IP地址管理）、IAM（身分識別管理）、ITAM（資產管理）和MDM（行動設備管理）等內網安控五大領域加上多個加值模組，成為一套符合零信任架構的「全方位網路管理整合系統」。在長期耕耘之下，UPAS累積超過3800家的實績客戶，領域遍及政府、關鍵基礎設施、科技業、製造業、金融業、醫療單位、教育研究單位等客戶使用見證。UPAS 服務據點跨足臺灣、中國大陸、日本與東南亞，無論是大型的跨國企業、海外品牌或國際品牌， UPAS 的專業技術，都能夠為您的需求提供完善的解決方案、零信任安全架構以及堅實的內網安全防護。
產品類型
NAC
Zero Trust Architecture
IT Asset Management
GCB
Vulnerability Management
Access Management
Mobile Security
Advanced Threat Protection
Network Visibility
Network Security Policy Management
Identity Access Management",https://www.linkedin.com/company/31553904,https://www.facebook.com/upastaiwan,https://www.linkedin.com/company/31553904,,https://cybersec.ithome.com.tw/2024/exhibition-page/2047,UPAS 優倍司,Q209
337,+886-2-8941-2009,sales@urmazi.com,"URMAZI Networks 是專精於以網域系統(DNS)為基礎的資通安全防禦方案的開發團隊, 成員具備豐富的外商網路安全整合與應用經驗。有鑑於企業組織網域系統與線上服務有著緊密的互動關係， 面對日愈猖獗的網路釣魚/勒索/偽冒/惡意攻擊和威脅造成企業信譽及資財的嚴重損失， 因此，強化網域安全防禦是刻不容緩的必要作為，也是國家資通安全明定發展重點之一。
這開啟我們著手打造符合且能真實解決企業網域資通安全需要的產品- iSafer DNS Booster，藉由自動過濾審查端點裝置查詢域名的機制，紀錄活動軌跡並引導企業自主建立專屬的連線安全圈，大幅限縮端點裝置連線觸及威脅來源機會。
iSafer 兼顧DNS服務管理優化和安全威脅防禦等進階應用，不僅為企業保障端點安全也能緩解安全閘道設備因過濾多重威脅所損耗大量效能。 同時，為能更快速地反應對於未知威脅的前期偵測， URMAZI投入深度學習與人工智慧技術設立專屬的USRA研究小組, 透過蒐集，分析，建模，訓練和驗證等程序建構情資數據庫並與全球相關情資組織進行交換， 同步強化潛在威脅識別能力以保障企業資訊資產與服務價值。URMAZI 將是您最值得信賴的合作夥伴。
產品類型
DNS Security",https://urmazi.com/,,,,https://cybersec.ithome.com.tw/2024/exhibition-page/2039,URMAZI,P304
338,+852 9461 9809,david.cheng@utimaco.com,"UTIMACO 是一家提供值得信賴的網路安全和合規解決方案及服務的全球平台供應商，總部位於亞琛（德國）、加州坎貝爾（美國）和新加坡。 UTIMACO 開發本地和基於雲端的硬體安全模組、金鑰管理、資料保護和身分管理解決方案以及受監管的關鍵基礎設施和公共警報系統的資料智慧解決方案。 UTIMACO 是其關鍵細分市場的全球領先製造商之一。
全球 500 多名員工致力於創建創新的解決方案和服務，以保護資料、身分和通訊網絡，並對全球客戶和公民負責。許多不同產業的客戶和合作夥伴都重視 UTIMACO 高安全性產品和解決方案的可靠性和長期投資安全性。如需了解更多信息，請訪問 www.utimaco.com。
產品類型
Hardware Security Module",https://www.linkedin.com/company/utimaco/,,https://www.linkedin.com/company/utimaco/,,https://cybersec.ithome.com.tw/2024/exhibition-page/2191,Utimaco,P303
339,(02)29148001#2227 商丞科技,info@proware.com.tw,"Varonis System 是資訊安全和分析領域的先驅，專門從事資訊安全，治理，法規合規性，資訊分類和分析。Varonis 通過分析企業巨量文件活動和用戶行為來檢測內部威脅和網路攻擊；通過鎖定敏感數據來防止災難；並通過自動化有效維持資訊安全狀態。Varonis 創立於2005 年，並於 2014 美國 Nasdaq 上市 VRNS，全球客戶數達 7000 家以上，主要客戶涵蓋政府、軍事、金融、高科技、電信、醫療與公用。
產品類型
Governance Risk Compliance",https://twitter.com/varonis,https://www.facebook.com/VaronisSystems,https://www.linkedin.com/company/varonis,https://twitter.com/varonis,https://cybersec.ithome.com.tw/2024/exhibition-page/1985,Varonis / 代理：商丞科技,Q107
340,02-2747-8659 / 07-550-2699,eservice@vbuster.com.tw,"京稘科技為 NAKIVO Inc., 台灣專業代理商，與專注於虛擬伺服器備份、備援解決方案的軟體商 NAKIVO 緊密合作，引進企業於虛擬環境與雲架構中所需虛擬機備份與異地抄寫的高性能解決方案 ~ NAKIVO Backup & Replication，協助推展 NAKIVO 企業相關解決方案之銷售，並提供在地之專業技術支援及售後服務。
產品類型
Backup and Recovery
Data Loss Prevention",https://www.vbuster.com.tw/,,,,https://cybersec.ithome.com.tw/2024/exhibition-page/2139,VBUSTER 京稘科技,C109
341,,info@vectra.ai,"Vectra 是混合和多雲企業 AI 驅動的威脅偵測和回應方面的領導者。Vectra 平台和 MDR 服務為公共雲端、SaaS、身份和網路基礎架構提供攻擊覆蓋。與僅僅警示“不同”的傳統威脅偵測方法不同，Vectra 利用 Attack Signal Intelligence 技術檢測和相關聯攻擊者的行為-攻擊的核心技術，從而提高警示訊號的清晰度，使安全操作能夠快速優先處理、調查和回應最緊急的網路攻擊，阻止危險的攻擊行為導致安全漏洞。全球的組織依靠 Vectra 平台和 MDR 服務來預先防範現代網路攻擊，並保持對攻擊者的領先地位。
如需更多信息，請訪問 www.vectra.ai。

產品類型
Extended Detection and Response",https://twitter.com/Vectra_AI,https://www.facebook.com/VectraAI/,https://www.linkedin.com/company/vectra_ai,https://twitter.com/Vectra_AI,https://cybersec.ithome.com.tw/2024/exhibition-page/2204,Vectra AI,C110
